Line 1: expected <Detective : NP0> but got <Detective : AT0>
Line 772: expected <No : ITJ> but got <No : PNP>
Line 780: expected <He : PNP> but got <He : NP0>
Line 788: expected <With : PRP> but got <With : CJC>
Line 800: expected <as : CJS-PRP> but got <as : CJS>
Line 811: expected <considered : VVN> but got <considered : VVD>
Line 815: expected <All : DT0> but got <All : PRP>
Line 830: expected <one : CRD> but got <one : DT0>
Line 851: expected <McLeish : NP0> but got <McLeish : PNP>
Line 871: expected <made : VVN-VVD> but got <made : PUQ>
Line 872: expected <one : CRD> but got <one : CRD-PNI>
Line 880: expected <lift : NN1-VVB> but got <lift : NN1>
Line 888: expected <New : AJ0> but got <New : NP0>
Line 913: expected <Stopping : VVG> but got <Stopping : PNP>
Line 946: expected <her : PNP> but got <her : DPS>
Line 953: expected <He : PNP> but got <He : NP0>
Line 963: expected <when : AVQ> but got <when : CJS-AVQ>
Line 965: expected <as : CJS> but got <as : CJC>
Line 967: expected <half : AV0> but got <half : DT0>
Line 976: expected <in : PRP-AVP> but got <in : PRP>
Line 1010: expected <dark : NN1-AJ0> but got <dark : PNP>
Line 1018: expected <arched : AJ0> but got <arched : AJ0-VVD>
Line 1021: expected <She : PNP> but got <She : NP0>
Line 1033: expected <dark : NN1> but got <dark : NN1-AJ0>
Line 1043: expected <She : PNP> but got <She : NP0>
Line 1060: expected <All : AV0> but got <All : PNP>
Line 1067: expected <he : PNP> but got <he : NP0>
Line 1085: expected <sidelong : AJ0> but got <sidelong : AT0>
Line 1089: expected <I : PNP> but got <I : VM0>
Line 1090: expected <have : VHB> but got <have : VHI>
Line 1104: expected <He : PNP> but got <He : NP0>
Line 1122: expected <They : PNP> but got <They : EX0>
Line 1124: expected <all : DT0> but got <all : AV0>
Line 1129: expected <charged : VVN> but got <charged : PNP>
Line 1133: expected <Cocaine : NN1> but got <Cocaine : PNP>
Line 1142: expected <Jesus : NP0> but got <Jesus : PNP>
Line 1164: expected <It : PNP> but got <It : AV0>
Line 1177: expected <when : AVQ-CJS> but got <when : CJS>
Line 1183: expected <Thought : VVD> but got <Thought : CJS>
Line 1191: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1194: expected <in : PRP> but got <in : UNC>
Line 1195: expected <irritated : AJ0> but got <irritated : VVD-AJ0>
Line 1199: expected <Frannie : NN1-NP0> but got <Frannie : PNP>
Line 1204: expected <have : VHI> but got <have : VHB>
Line 1208: expected <He : PNP> but got <He : NP0>
Line 1220: expected <What : DTQ> but got <What : PNP>
Line 1223: expected <do : VDI> but got <do : VDB>
Line 1224: expected <that : DT0> but got <that : CJT>
Line 1230: expected <She : PNP> but got <She : NP0>
Line 1252: expected <she : PNP> but got <she : NP0>
Line 1263: expected <Mike : NP0> but got <Mike : PNP>
Line 1281: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1296: expected <Francesca : NP0> but got <Francesca : PNP>
Line 1297: expected <'s : POS> but got <'s : VBZ>
Line 1327: expected <over : AV0> but got <over : PRP>
Line 1341: expected <As : CJS> but got <As : PUQ>
Line 1342: expected <one : CRD> but got <one : CRD-PNI>
Line 1350: expected <observed : VVN> but got <observed : VVD>
Line 1356: expected <that : CJT> but got <that : DT0>
Line 1368: expected <Francesca : NP0> but got <Francesca : PNP>
Line 1390: expected <that : AV0> but got <that : CJT>
Line 1392: expected <involved : AJ0> but got <involved : VVN>
Line 1400: expected <What : DTQ> but got <What : PNP>
Line 1411: expected <Well : AV0> but got <Well : PNP>
Line 1424: expected <after : PRP> but got <after : PRP-CJS>
Line 1425: expected <more : DT0> but got <more : AV0>
Line 1431: expected <There : EX0> but got <There : PNP>
Line 1440: expected <But : CJC> but got <But : CJS>
Line 1447: expected <we : PNP> but got <we : NP0>
Line 1450: expected <when : CJS> but got <when : CJS-AVQ>
Line 1480: expected <Her : DPS> but got <Her : PNP>
Line 1519: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1548: expected <in : PRP-AVP> but got <in : PRP>
Line 1553: expected <Oh : ITJ> but got <Oh : PNP>
Line 1555: expected <darling : NN1> but got <darling : PNP>
Line 1557: expected <The : AT0> but got <The : AV0>
Line 1574: expected <in : PRP-AVP> but got <in : PRP>
Line 1578: expected <It : PNP> but got <It : EX0>
Line 1587: expected <s : ZZ0> but got <s : PRP>
Line 1620: expected <I : PNP> but got <I : NP0>
Line 1624: expected <off : PRP-AVP> but got <off : AVP-PRP>
Line 1629: expected <Well : AV0> but got <Well : CJS>
Line 1638: expected <But : CJC> but got <But : PNP>
Line 1652: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1672: expected <in : PRP-AVP> but got <in : PRP>
Line 1675: expected <where : CJS-AVQ> but got <where : AVQ-CJS>
Line 1685: expected <support : NN1> but got <support : NN1-VVB>
Line 1700: expected <He : PNP> but got <He : NP0>
Line 1721: expected <Why : AVQ> but got <Why : PNP>
Line 1735: expected <Mum : NN1> but got <Mum : PNP>
Line 1756: expected <since : PRP> but got <since : CJS>
Line 1761: expected <Francesca : NP0> but got <Francesca : PNP>
Line 1776: expected <Charlie : NP0> but got <Charlie : PUQ>
Line 1797: expected <Jeremy : NP0> but got <Jeremy : PNP>
Line 1819: expected <only : AJ0> but got <only : AV0-AJ0>
Line 1820: expected <one : PNI> but got <one : CRD-PNI>
Line 1828: expected <How : AVQ> but got <How : PNP>
Line 1836: expected <You : PNP> but got <You : PUQ>
Line 1844: expected <Francesca : NP0> but got <Francesca : PNP>
Line 1848: expected <They : PNP> but got <They : EX0>
Line 1850: expected <as : AV0> but got <as : CJS-PRP>
Line 1869: expected <She : PNP> but got <She : NP0>
Line 1878: expected <Wait : VVB> but got <Wait : PRP>
Line 1883: expected <John : NP0> but got <John : CJC>
Line 1892: expected <What : DTQ> but got <What : PNP>
Line 1893: expected <about : PRP> but got <about : PRP-AVP>
Line 1903: expected <She : PNP> but got <She : NP0>
Line 1911: expected <I : PNP> but got <I : VM0>
Line 1912: expected <have : VHB> but got <have : VHI>
Line 1916: expected <I : PNP> but got <I : AV0>
Line 1932: expected <hang : VVI> but got <hang : VVB>
Line 1954: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1971: expected <Anyway : AV0> but got <Anyway : PNP>
Line 1978: expected <have : VHB> but got <have : VHI>
Line 1986: expected <McLeish : NP0> but got <McLeish : PNP>
Line 1997: expected <The : AT0> but got <The : PNP>
Line 2016: expected <Darling : NN1> but got <Darling : PNP>
Line 2054: expected <lean : VVI> but got <lean : VVB>
Line 2056: expected <much : DT0> but got <much : AV0>
Line 2059: expected <He : PNP> but got <He : NP0>
Line 2083: expected <Do : VDB> but got <Do : CJS>
Line 2086: expected <love : VVI> but got <love : VVB>
Line 2090: expected <she : PNP> but got <she : NP0>
Line 2095: expected <Not : XX0> but got <Not : PNP>
Line 2101: expected <An : AT0> but got <An : AV0>
Line 2115: expected <Francesca : NP0> but got <Francesca : PNP>
Line 2127: expected <Let's : VM0> but got <Let's : PNP>
Line 2128: expected <get : VVI> but got <get : VVB>
Line 2134: expected <She : PNP> but got <She : NP0>
Line 2156: expected <as : PRP> but got <as : CJS-PRP>
Line 2178: expected <New : AJ0> but got <New : NP0>
Line 2189: expected <get : VVB> but got <get : VVI>
Line 2195: expected <She : PNP> but got <She : NP0>
Line 2205: expected <You : PNP> but got <You : EX0>
Line 2221: expected <I : PNP> but got <I : AVQ>
Line 2233: expected <McLeish : NP0> but got <McLeish : PUQ>
Line 2234: expected <surprised : VVD> but got <surprised : VVD-AJ0>
Line 2242: expected <John : NP0> but got <John : PNP>
Line 2245: expected <It : PNP> but got <It : NP0>
Line 2257: expected <He : PNP> but got <He : AT0>
Line 2258: expected <bent : VVD> but got <bent : AJ0>
Line 2275: expected <But : CJC> but got <But : AT0>
Line 2286: expected <help : NN1-VVB> but got <help : VVB-NN1>
Line 2289: expected <The : AT0> but got <The : PNP>
Line 2290: expected <look : NN1> but got <look : VVI>
Line 2299: expected <one : CRD> but got <one : CRD-PNI>
Line 2301: expected <where : AVQ> but got <where : CJS-AVQ>
Line 2327: expected <It : PNP> but got <It : NP0>
Line 2334: expected <that : CJT> but got <that : DT0-CJT>
Line 2335: expected <as : PRP> but got <as : CJS-PRP>
Line 2349: expected <She : PNP> but got <She : NP0>
Line 2357: expected <McLeish : NP0> but got <McLeish : PNP>
Line 2401: expected <in : PRP-AVP> but got <in : AVP-PRP>
Line 2404: expected <Would : VM0> but got <Would : CJS>
Line 2406: expected <like : VVI> but got <like : VVB>
Line 2414: expected <The : AT0> but got <The : DPS>
Line 2438: expected <Italian : AJ0> but got <Italian : AJ0-NN1>
Line 2441: expected <The : AT0> but got <The : AV0>
Line 2446: expected <plain : AJ0-NN1> but got <plain : AJ0>
Line 2459: expected <that : CJT> but got <that : CJT-DT0>
Line 2475: expected <But : CJC> but got <But : CJS>
Line 2484: expected <she : PNP> but got <she : NP0>
Line 2488: expected <It : PNP> but got <It : NP0>
Line 2497: expected <If : CJS> but got <If : CJC>
Line 2517: expected <The : AT0> but got <The : AV0>
Line 2525: expected <little : AV0> but got <little : AJ0>
Line 2539: expected <She : PNP> but got <She : NP0>
Line 2554: expected <down : AVP-PRP> but got <down : PRP>
Line 2559: expected <Peter : NP0> but got <Peter : PNP>
Line 2562: expected <The : AT0> but got <The : DPS>
Line 2574: expected <under : AV0> but got <under : PRP>
Line 2593: expected <tailoring : NN1> but got <tailoring : NN1-VVG>
Line 2596: expected <little : DT0> but got <little : AV0-AJ0>
Line 2600: expected <He : PNP> but got <He : NP0>
Line 2617: expected <This : DT0> but got <This : PNP>
Line 2633: expected <The : AT0> but got <The : AV0>
Line 2638: expected <as : CJS> but got <as : PRP>
Line 2652: expected <Have : VHB> but got <Have : CJS>
Line 2654: expected <talked : VVN> but got <talked : VVD>
Line 2661: expected <She : PNP> but got <She : NP0>
Line 2667: expected <Well : AV0> but got <Well : PNP>
Line 2672: expected <she : PNP> but got <she : NP0>
Line 2676: expected <but : CJC> but got <but : PUQ>
Line 2687: expected <up : AVP-PRP> but got <up : AVP>
Line 2692: expected <Is : VBZ> but got <Is : CJS>
Line 2699: expected <No : ITJ> but got <No : PNP>
Line 2701: expected <No : AV0> but got <No : CJS>
Line 2719: expected <know : VVI> but got <know : VVB>
Line 2722: expected <He : PNP> but got <He : NP0>
Line 2735: expected <go : VVI> but got <go : VVB>
Line 2738: expected <You : PNP> but got <You : EX0>
Line 2753: expected <Peter : NP0> but got <Peter : CJC>
Line 2757: expected <She : PNP> but got <She : NP0>
Line 2761: expected <back : NN1> but got <back : AVP>
Line 2782: expected <Rather : AV0> but got <Rather : AT0>
Line 2793: expected <He : PNP> but got <He : NP0>
Line 2826: expected <Late : AJ0> but got <Late : AV0>
Line 2840: expected <So : AV0> but got <So : PNP>
Line 2857: expected <rising : VVG> but got <rising : NN1-VVG>
Line 2863: expected <Perhaps : AV0> but got <Perhaps : CJS>
Line 2868: expected <less : DT0> but got <less : AV0>
Line 2869: expected <public : NN1> but got <public : AJ0>
Line 2872: expected <he : PNP> but got <he : NP0>
Line 2884: expected <What : DTQ> but got <What : PNP>
Line 2893: expected <Miss : NP0> but got <Miss : CJC>
Line 2911: expected <She : PNP> but got <She : NP0>
Line 2915: expected <in : PRP-AVP> but got <in : AVP>
Line 2923: expected <And : CJC> but got <And : CJS>
Line 2929: expected <But : CJC> but got <But : CJS>
Line 2933: expected <high : AJ0> but got <high : AJ0-AV0>
Line 2934: expected <up : AVP-PRP> but got <up : AVP>
Line 2942: expected <He : PNP> but got <He : NP0>
Line 2946: expected <She : PNP> but got <She : EX0>
Line 2955: expected <You : PNP> but got <You : NP0>
Line 2965: expected <Well : AV0> but got <Well : PNP>
Line 2974: expected <Then : AV0> but got <Then : CJS>
Line 2980: expected <Her : DPS> but got <Her : AT0>
Line 2985: expected <her : PNP> but got <her : DPS>
Line 2986: expected <as : PRP> but got <as : CJS-PRP>
Line 2996: expected <Giles : NP0> but got <Giles : CJC>
Line 2999: expected <The : AT0> but got <The : DPS>
Line 3004: expected <Yes : ITJ> but got <Yes : PNP>
Line 3006: expected <Sorry : AJ0> but got <Sorry : PNP>
Line 3014: expected <close : AJ0> but got <close : AJ0-AV0>
Line 3020: expected <My : DPS> but got <My : AT0>
Line 3022: expected <used : VM0> but got <used : VVD-VVN>
Line 3027: expected <William : NP0> but got <William : CJC>
Line 3030: expected <I : PNP> but got <I : AVQ>
Line 3038: expected <She : PNP> but got <She : NP0>
Line 3051: expected <Ah : ITJ> but got <Ah : PNP>
Line 3053: expected <I : PNP> but got <I : VM0>
Line 3054: expected <have : VHB> but got <have : VHI>
Line 3063: expected <Yes : ITJ> but got <Yes : PNP>
Line 3065: expected <He : PNP> but got <He : NP0>
Line 3073: expected <I : PNP> but got <I : NP0>
Line 3078: expected <He : PNP> but got <He : NP0>
Line 3099: expected <Both : DT0> but got <Both : CRD>
Line 3119: expected <I : PNP> but got <I : AVQ>
Line 3128: expected <he : PNP> but got <he : NP0>
Line 3134: expected <I : PNP> but got <I : NP0>
Line 3145: expected <Oh : ITJ> but got <Oh : PNP>
Line 3156: expected <Since : CJS> but got <Since : CJC>
Line 3180: expected <early : AJ0> but got <early : AV0-AJ0>
Line 3189: expected <Darling : NN1> but got <Darling : PNP>
Line 3199: expected <to : TO0> but got <to : PRP>
Line 3205: expected <Miss : NP0> but got <Miss : CJC>
Line 3225: expected <missing : VVG> but got <missing : AJ0-VVG>
Line 3254: expected <Peter : NP0> but got <Peter : CJC>
Line 3259: expected <exasperated : VVN-VVD> but got <exasperated : AJ0>
Line 3262: expected <Giles : NP0> but got <Giles : CJC>
Line 3272: expected <her : PNP> but got <her : DPS>
Line 3273: expected <as : PRP> but got <as : CJS-PRP>
Line 3279: expected <he : PNP> but got <he : NP0>
Line 3283: expected <His : DPS> but got <His : AT0>
Line 3290: expected <look : NN1-VVB> but got <look : NN1>
Line 3307: expected <Are : VBB> but got <Are : CJS>
Line 3314: expected <Peter : NP0> but got <Peter : CJC>
Line 3321: expected <Of : PRF> but got <Of : AT0>
Line 3324: expected <Look : VVB> but got <Look : PNP>
Line 3337: expected <If : CJS> but got <If : CJC>
Line 3357: expected <Penelope : NP0> but got <Penelope : CJC>
Line 3376: expected <swept : VVN> but got <swept : VVN-VVD>
Line 3398: expected <In : PRP> but got <In : NP0>
Line 3399: expected <New : AJ0> but got <New : NP0>
Line 3420: expected <Bruce : NP0> but got <Bruce : CJC>
Line 3441: expected <Not : XX0> but got <Not : PNP>
Line 3472: expected <It : PNP> but got <It : NP0>
Line 3493: expected <She : PNP> but got <She : NP0>
Line 3521: expected <Her : DPS> but got <Her : AT0>
Line 3532: expected <one : CRD> but got <one : CRD-PNI>
Line 3534: expected <come : VVI> but got <come : VVN>
Line 3536: expected <Indeed : AV0> but got <Indeed : PNP>
Line 3544: expected <straight : AV0-AJ0> but got <straight : AV0>
Line 3560: expected <He : PNP> but got <He : NP0>
Line 3592: expected <He : PNP> but got <He : NP0>
Line 3602: expected <when : AVQ> but got <when : CJS-AVQ>
Line 3618: expected <She : PNP> but got <She : NP0>
Line 3639: expected <worked : VVD> but got <worked : VVN>
Line 3666: expected <His : DPS> but got <His : AT0>
Line 3678: expected <John : NP0> but got <John : PNP>
Line 3684: expected <Commander : NP0> but got <Commander : CJC>
Line 3696: expected <Excuse : VVB> but got <Excuse : CJS>
Line 3704: expected <Catherine : NP0> but got <Catherine : PNP>
Line 3714: expected <on : AVP> but got <on : PRP>
Line 3723: expected <her : PNP> but got <her : DPS>
Line 3743: expected <Is : VBZ> but got <Is : CJS>
Line 3750: expected <No : ITJ> but got <No : PNP>
Line 3758: expected <They : PNP> but got <They : EX0>
Line 3761: expected <married : AJ0> but got <married : AJ0-VVN>
Line 3765: expected <His : DPS> but got <His : AT0>
Line 3770: expected <No : ITJ> but got <No : PNP>
Line 3772: expected <No : ITJ> but got <No : PNP>
Line 3785: expected <They : PNP> but got <They : PUQ>
Line 3793: expected <over : AV0> but got <over : PRP-AVP>
Line 3798: expected <Davidson : NP0> but got <Davidson : PNP>
Line 3804: expected <They : PNP> but got <They : AVQ>
Line 3819: expected <he : PNP> but got <he : NP0>
Line 3824: expected <She : PNP> but got <She : NP0>
Line 3827: expected <before : AV0> but got <before : PRP-CJS>
Line 3831: expected <What : DTQ> but got <What : PNP>
Line 3835: expected <McLeish : NP0> but got <McLeish : PNP>
Line 3839: expected <No : ITJ> but got <No : PNP>
Line 3842: expected <'s : VHZ> but got <'s : VBZ>
Line 3845: expected <married : AJ0-VVN> but got <married : VVN>
Line 3848: expected <He : PNP> but got <He : NP0>
Line 3856: expected <Fancy : VVB> but got <Fancy : PNP>
Line 3861: expected <Catherine : NP0> but got <Catherine : CJC>
Line 3867: expected <Bit : NN1> but got <Bit : PUQ>
Line 3873: expected <Davidson : NP0> but got <Davidson : PNP>
Line 3883: expected <Twenty : CRD> but got <Twenty : PNP>
Line 3888: expected <Bit : NN1> but got <Bit : PUQ>
Line 3897: expected <He : PNP> but got <He : NP0>
Line 3903: expected <got : VVD> but got <got : VVN>
Line 3908: expected <look : NN1-VVB> but got <look : VVB-NN1>
Line 3916: expected <Come : VVB> but got <Come : PNP>
Line 3929: expected <likely : AV0> but got <likely : AJ0-AV0>
Line 3936: expected <John : NP0> but got <John : CJC>
Line 3958: expected <Despite : PRP> but got <Despite : PNP>
Line 3969: expected <waiting : VVG> but got <waiting : VVG-NN1>
Line 3987: expected <On : PRP> but got <On : AT0>
Line 4006: expected <Singing : VVG> but got <Singing : AT0>
Line 4013: expected <. : PUN> but got <. : PUQ>
Line 4014: expected <He : PNP> but got <He : NP0>
Line 4050: expected <Panis : NP0-NN1> but got <Panis : PUQ>
Line 4053: expected <as : PRP> but got <as : PNP>
Line 4062: expected <As : CJS> but got <As : AT0>
Line 4091: expected <Indeed : AV0> but got <Indeed : NP0>
Line 4113: expected <senior : NN1> but got <senior : AJ0>
Line 4117: expected <do : VDI> but got <do : VDB>
Line 4118: expected <just : AV0> but got <just : AV0-AJ0>
Line 4124: expected <Come : VVB> but got <Come : PNP>
Line 4128: expected <Sit : VVB> but got <Sit : PNP>
Line 4132: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4175: expected <one : CRD> but got <one : CRD-PNI>
Line 4179: expected <in : PRP> but got <in : AVP-PRP>
Line 4180: expected <bother : NN1> but got <bother : VVB-NN1>
Line 4183: expected <he : PNP> but got <he : NP0>
Line 4200: expected <Francesca : NP0> but got <Francesca : PNP>
Line 4211: expected <Why : AVQ> but got <Why : PNP>
Line 4215: expected <That : DT0> but got <That : PNP>
Line 4223: expected <McLeish : NP0> but got <McLeish : PNP>
Line 4229: expected <as : AV0> but got <as : CJS-PRP>
Line 4230: expected <defeated : AJ0> but got <defeated : AJ0-VVN>
Line 4236: expected <You : PNP> but got <You : NP0>
Line 4253: expected <McLeish : NP0> but got <McLeish : PNP>
Line 4257: expected <They : PNP> but got <They : VM0>
Line 4258: expected <know : VVB> but got <know : VVI>
Line 4261: expected <Francesca : NP0> but got <Francesca : PNP>
Line 4277: expected <They : PNP> but got <They : NP0>
Line 4285: expected <She : PNP> but got <She : NP0>
Line 4290: expected <in : AVP-PRP> but got <in : PRP>
Line 4303: expected <Will : VM0> but got <Will : CJS>
Line 4305: expected <manage : VVI> but got <manage : VVB>
Line 4315: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4330: expected <Everywhere : AV0> but got <Everywhere : PNP>
Line 4340: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4348: expected <little : DT0> but got <little : AJ0>
Line 4349: expected <profit : NN1-VVB> but got <profit : NN1>
Line 4355: expected <Not : XX0> but got <Not : PNP>
Line 4362: expected <We : PNP> but got <We : PUQ>
Line 4366: expected <one : PNI> but got <one : CRD-PNI>
Line 4371: expected <Not : XX0> but got <Not : PNP>
Line 4391: expected <Missing : AJ0> but got <Missing : AT0>
Line 4395: expected <McLeish : NP0> but got <McLeish : PNP>
Line 4401: expected <Most : DT0> but got <Most : AT0>
Line 4408: expected <in : PRP-AVP> but got <in : PRP>
Line 4412: expected <Typically : AV0> but got <Typically : CJS>
Line 4430: expected <He : PNP> but got <He : NP0>
Line 4450: expected <That : DT0> but got <That : PNP>
Line 4457: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4461: expected <The : AT0> but got <The : DPS>
Line 4473: expected <junior : AJ0> but got <junior : AJ0-NN1>
Line 4479: expected <It : PNP> but got <It : EX0>
Line 4487: expected <McLeish : NP0> but got <McLeish : PNP>
Line 4497: expected <How : AVQ> but got <How : PUQ>
Line 4498: expected <long : AV0> but got <long : AJ0-AV0>
Line 4509: expected <Thirty-six : CRD> but got <Thirty-six : DPS>
Line 4514: expected <Sorry : AJ0> but got <Sorry : PNP>
Line 4522: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4527: expected <You : PNP> but got <You : NP0>
Line 4534: expected <all : DT0> but got <all : AV0>
Line 4542: expected <Go : VVB> but got <Go : PNP>
Line 4556: expected <get : VVB> but got <get : VVI>
Line 4560: expected <You : PNP> but got <You : EX0>
Line 4584: expected <as : CJS> but got <as : CJS-PRP>
Line 4587: expected <You : PNP> but got <You : EX0>
Line 4600: expected <after : AJ0> but got <after : PRP>
Line 4618: expected <Sir : NN1> but got <Sir : PNP>
Line 4621: expected <McLeish : NP0> but got <McLeish : PNP>
Line 4632: expected <Every : AT0> but got <Every : DPS>
Line 4649: expected <These : DT0> but got <These : PNP>
Line 4683: expected <Once : CJS> but got <Once : CJC>
Line 4711: expected <leave : VVB> but got <leave : NN1-VVB>
Line 4712: expected <no : AT0> but got <no : ITJ>
Line 4713: expected <one : PNI> but got <one : CRD-PNI>
Line 4714: expected <any : AV0> but got <any : DT0>
Line 4718: expected <Endearingly : AV0> but got <Endearingly : PNP>
Line 4727: expected <that : DT0-CJT> but got <that : DT0>
Line 4730: expected <answer : NN1-VVB> but got <answer : NN1>
Line 4733: expected <had : VHD> but got <had : VHN>
Line 4747: expected <And : CJC> but got <And : CJS>
Line 4756: expected <junior : NN1-AJ0> but got <junior : NN1>
Line 4770: expected <Do : VDB> but got <Do : CJS>
Line 4772: expected <want : VVI> but got <want : VVB>
Line 4787: expected <that : DT0> but got <that : DT0-CJT>
Line 4789: expected <Take : VVB> but got <Take : PRP>
Line 4808: expected <Yes : ITJ> but got <Yes : PNP>
Line 4819: expected <- : PUN> but got <- : AV0>
Line 4837: expected <Ms : NP0> but got <Ms : CJC>
Line 4846: expected <Stevenson : NP0> but got <Stevenson : PNP>
Line 4847: expected <'s : POS> but got <'s : VHZ>
Line 4852: expected <relaxed : VVD> but got <relaxed : AJ0-VVD>
Line 4859: expected <Would : VM0> but got <Would : VDB>
Line 4869: expected <Yes : ITJ> but got <Yes : PNP>
Line 4901: expected <one : PNI> but got <one : CRD-PNI>
Line 4919: expected <I : CRD> but got <I : NP0>
Line 4921: expected <ll : NN0> but got <ll : PNP>
Line 4929: expected <Then : AV0> but got <Then : PNP>
Line 4938: expected <Best : AV0> but got <Best : AT0>
Line 4939: expected <suit : VVB-NN1> but got <suit : NN1>
Line 4948: expected <John : NP0> but got <John : CJC>
Line 4963: expected <Anything : PNI> but got <Anything : CJS>
Line 4985: expected <She : PNP> but got <She : NP0>
Line 4986: expected <'d : VM0> but got <'d : VHD>
Line 5002: expected <But : CJC> but got <But : PNP>
Line 5008: expected <Better : AV0> but got <Better : PNP>
Line 5024: expected <that : DT0> but got <that : DT0-CJT>
Line 5028: expected <Thank : VVB> but got <Thank : CJS>
Line 5032: expected <He : PNP> but got <He : NP0>
Line 5054: expected <knocked : VVD> but got <knocked : VVD-VVN>
Line 5062: expected <He : PNP> but got <He : NP0>
Line 5071: expected <Sorry : AJ0> but got <Sorry : PNP>
Line 5075: expected <where : AVQ> but got <where : AVQ-CJS>
Line 5082: expected <off : PRP-AVP> but got <off : AVP-PRP>
Line 5083: expected <home : NN1> but got <home : AV0>
Line 5105: expected <Walk : VVB> but got <Walk : PNP>
Line 5116: expected <He : PNP> but got <He : NP0>
Line 5118: expected <her : PNP> but got <her : DPS>
Line 5124: expected <made : VVD> but got <made : VVN-VVD>
Line 5125: expected <sure : AJ0> but got <sure : AJ0-AV0>
Line 5128: expected <where : AVQ> but got <where : AVQ-CJS>
Line 5147: expected <He : PNP> but got <He : NP0>
Line 5157: expected <looked : VVN-VVD> but got <looked : VVD>
Line 5170: expected <She : PNP> but got <She : NP0>
Line 5186: expected <writing : VVG> but got <writing : VVG-NN1>
Line 5187: expected <in : PRP-AVP> but got <in : PRP>
Line 5194: expected <Yes : ITJ> but got <Yes : PNP>
Line 5198: expected <Got : VVN> but got <Got : CJS>
Line 5203: expected <Don : NP0> but got <Don : ZZ0>
Line 5205: expected <t : ZZ0> but got <t : PNP>
Line 5211: expected <he : PNP> but got <he : NP0>
Line 5216: expected <Everyone : PNI> but got <Everyone : PNP>
Line 5222: expected <he : PNP> but got <he : NP0>
Line 5226: expected <Her : DPS> but got <Her : AT0>
Line 5238: expected <He : PNP> but got <He : PUQ>
